nome_bairro,desc_atividade,nome_grupo,n
SANTO ANTONIO,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIF ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,2
SANTO ANTONIO,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,OUTRAS ATIVIDADES VAREJISTAS,2
SANTO ANTONIO,IMPRESSÃO DE MATERIAL PARA OUTROS USOS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SANTO ANTONIO,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,2
SANTO ANTONIO,Outras Atividades associativas profissionais,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANTO ANTONIO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,EDUCACAO,2
SANTO ANTONIO,OUTRAS ATIVIDADES DE SERVIÇOS PREST PRINCIPALMENTE ÀS EMPRESAS N/ ESP ANTERIORM,OUTROS SERVICOS,2
SANTO ANTONIO,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,FORNECIMENTO DE MAO-DE-OBRA,2
SANTO ANTONIO,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
SANTO ANTONIO,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANTO ANTONIO,SERVIÇOS DE PRÓTESE DENTÁRIA,SAUDE,2
SAO JOSE,AGÊNCIAS DE VIAGENS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",2
SAO JOSE,"ALUGUEL DE OUTRAS MÁQUINAS E EQUIP COM E INDUST N/ ESP ANTERIORM, SEM OPERADOR",GUARDA E LOCACAO DE BENS MOVEIS,2
SAO JOSE,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,SAUDE,2
SAO JOSE,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
SAO JOSE,"COM ATAC DE PROD ALIMENT EM GERAL, COM ATIV DE FRACIONAMENTO E ACOND ASSOCIADA",COMERCIO ATACADISTA,2
SAO JOSE,"COM VAREJ ESP DE PEÇAS E ACES P/ APAR ELETROELET P/ USO DOMÉST, EXC INF E COMUNIC",OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,COMÉRCIO ATACADISTA DE ÁGUA MINERAL,COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA DE CALÇADOS,COMERCIO ATACADISTA,2
SAO JOSE,"COMÉRCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE",COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA DE FERRAGENS E FERRAMENTAS,COMERCIO ATACADISTA,2
SAO JOSE,"COMÉRCIO ATACADISTA DE FILMES, CDS, DVDS, FITAS E DISCOS",COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA DE FIOS E FIBRAS TÊXTEIS BENEFICIADOS,COMERCIO ATACADISTA,2
SAO JOSE,"COMÉRCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICAÇÕES",COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,COMERCIO ATACADISTA,2
SAO JOSE,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR",COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA DE RESÍDUOS DE PAPEL E PAPELÃO,COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS P/ USO PROF E DE SEGUR DO TRABALHO,COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUT ALIMENT N/ ESP ANTERIORMENTE,COMERCIO ATACADISTA,2
SAO JOSE,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS N/ ESP ANT,COMERCIO ATACADISTA,2
SAO JOSE,"COMÉRCIO VAREJISTA DE ARTIGOS DE CAÇA, PESCA E CAMPING",OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,COMÉRCIO VAREJISTA DE ARTIGOS DE RELOJOARIA,OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,COMÉRCIO VAREJISTA DE MATERIAIS HIDRÁULICOS,OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
SAO JOSE,FABRICAÇÃO DE ARTEFATOS DE JOALHERIA E OURIVESARIA,INDUSTRIA GERAL,2
SAO JOSE,FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO,INDUSTRIA GERAL,2
SAO JOSE,"FABRICAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTIC, PEÇAS E ACES, EXC VÁLVULAS",INDUSTRIA GERAL,2
SAO JOSE,FABRICAÇÃO DE ESQUADRIAS DE MADEIRA E DE PEÇAS DE MADEIRA P/ INST IND E COMERCIAIS,INDUSTRIA GERAL,2
SAO JOSE,"FABRICAÇÃO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS",INDUSTRIA GERAL,2
SAO JOSE,FABRICAÇÃO DE PAINÉIS E LETREIROS LUMINOSOS,INDUSTRIA GERAL,2
SAO JOSE,Fabricacao de produtos de panificacao industrial,INDUSTRIA GERAL,2
SAO JOSE,IMPRESSÃO DE JORNAIS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SAO JOSE,"INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL","INSTALACAO, COLOCACAO E MONTAGEM",2
SAO JOSE,LAVANDERIAS,CONSERVAÇÃO E LIMPEZA,2
SAO JOSE,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,GUARDA E LOCACAO DE BENS MOVEIS,2
SAO JOSE,MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES PARA ESPORTE E LAZER,CONSERVAÇÃO E LIMPEZA,2
SAO JOSE,"MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, EXC VÁLVULAS",CONSERVAÇÃO E LIMPEZA,2
SAO JOSE,MANUTENÇÃO E REPARAÇÃO DE MOTOCICLETAS E MOTONETAS,CONSERVAÇÃO E LIMPEZA,2
SAO JOSE,MOTÉIS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",2
SAO JOSE,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,EDUCACAO,2
SAO JOSE,OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",2
SAO JOSE,OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SAO JOSE,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
SAO JOSE,"REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SAO JOSE,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PROD ALIMENT, BEBIDAS E FUMO","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SAO JOSE,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
SAO JOSE,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
SAO JOSE,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS","JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
SAO JOSE,TORREFAÇÃO E MOAGEM DE CAFÉ,INDUSTRIA GERAL,2
SAO JOSE,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL",TRANSPORTE E COMUNICACAO,2
SOLEDADE,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES",GUARDA E LOCACAO DE BENS MOVEIS,2
SOLEDADE,ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SOLEDADE,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",2
SOLEDADE,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SOLEDADE,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,OUTRAS ATIVIDADES VAREJISTAS,2
SOLEDADE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
SOLEDADE,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,OUTRAS ATIVIDADES VAREJISTAS,2
SOLEDADE,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,2
SOLEDADE,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
SOLEDADE,CONSTRUÇÃO DE EDIFÍCIOS,CONSTRUCAO CIVIL,2
SOLEDADE,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
SOLEDADE,EDUCAÇÃO PROFISSIONAL DE NÍVEL TÉCNICO,EDUCACAO,2
SOLEDADE,EDUCAÇÃO SUPERIOR - GRADUAÇÃO,EDUCACAO,2
SOLEDADE,ESTACIONAMENTO DE VEÍCULOS,GUARDA E LOCACAO DE BENS MOVEIS,2
SOLEDADE,IMPRESSÃO DE MATERIAL PARA OUTROS USOS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SOLEDADE,LAVANDERIAS,CONSERVAÇÃO E LIMPEZA,2
SOLEDADE,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,CONSERVAÇÃO E LIMPEZA,2
SOLEDADE,"Servicos de acabamento grafico, exceto encadernacao e plastificacao","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SOLEDADE,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
SOLEDADE,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,EDUCACAO,2
SOLEDADE,TREINAMENTO EM INFORMÁTICA,EDUCACAO,2
TAMARINEIRA,AGÊNCIAS DE PUBLICIDADE,"ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",2
TAMARINEIRA,ALUGUEL DE IMÓVEIS PRÓPRIOS,OUTROS SERVICOS,2
TAMARINEIRA,"ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁF, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
TAMARINEIRA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
TAMARINEIRA,COMÉRCIO ATACADISTA DE OUTROS EQUIP E ART DE USO PESSOAL E DOMÉST NÃO ESP ANTER,COMERCIO ATACADISTA,2
TAMARINEIRA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,OUTRAS ATIVIDADES VAREJISTAS,2
TAMARINEIRA,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,2
TAMARINEIRA,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,OUTRAS ATIVIDADES VAREJISTAS,2
TAMARINEIRA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,2
TAMARINEIRA,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,2
TAMARINEIRA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,2
TAMARINEIRA,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
TAMARINEIRA,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,SERVICOS DE INFORMATICA,2
TAMARINEIRA,EDIÇÃO DE LIVROS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
TAMARINEIRA,EDUCAÇÃO INFANTIL - CRECHE,EDUCACAO,2
TAMARINEIRA,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,2
TAMARINEIRA,ENSINO FUNDAMENTAL,EDUCACAO,2
TAMARINEIRA,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
TAMARINEIRA,"INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO","INSTALACAO, COLOCACAO E MONTAGEM",2
TAMARINEIRA,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,TRANSPORTE E COMUNICACAO,2
TAMARINEIRA,PEIXARIA,OUTRAS ATIVIDADES VAREJISTAS,2
TAMARINEIRA,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,OUTROS SERVICOS,2
TAMARINEIRA,PRODUÇÃO TEATRAL,DIVERSOES PUBLICAS,2
TAMARINEIRA,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MÁQ, EQUIP, EMBARC E AERONAVES","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
TAMARINEIRA,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
TAMARINEIRA,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS","JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
TORRE,AGÊNCIAS DE VIAGENS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",2
TORRE,Alojamento de animais domésticos,VETERINARIO E SIMILARES,2
TORRE,APLICAÇÃO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES,CONSTRUCAO CIVIL,2
TORRE,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIF ANTERIORMENTE",DIVERSOES PUBLICAS,2
TORRE,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",EDUCACAO,2
TORRE,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,2
TORRE,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
TORRE,"ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁF, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
TORRE,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,2
TORRE,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS","ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
TORRE,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
TORRE,COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,OUTRAS ATIVIDADES VAREJISTAS,2
TORRE,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,OUTRAS ATIVIDADES VAREJISTAS,2
TORRE,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,OUTRAS ATIVIDADES VAREJISTAS,2
TORRE,COMÉRCIO VAREJISTA DE JORNAIS E REVISTAS,OUTRAS ATIVIDADES VAREJISTAS,2
TORRE,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,2
TORRE,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,2
TORRE,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",OUTROS SERVICOS,2
TORRE,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,SERVICOS DE INFORMATICA,2
TORRE,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
TORRE,Edição de jornais diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
TORRE,EDUCAÇÃO INFANTIL - CRECHE,EDUCACAO,2
TORRE,ENSINO DE ESPORTES,EDUCACAO,2
TORRE,ENSINO FUNDAMENTAL,EDUCACAO,2
TORRE,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,INDUSTRIA GERAL,2
TORRE,FABRICAÇÃO DE BISCOITOS E BOLACHAS,INDUSTRIA GERAL,2
TORRE,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE,OUTROS SERVICOS,2
TORRE,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",OUTROS SERVICOS,2
TORRE,PEIXARIA,OUTRAS ATIVIDADES VAREJISTAS,2
TORRE,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
TORRE,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,OUTROS SERVICOS,2
TORRE,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS","JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
TORREAO,AGÊNCIAS DE PUBLICIDADE,"ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",2
TORREAO,"ATIVIDADES DE ATEND HOSPITALAR, EXC PRONTO-SOCORRO E UNIDADES P/ ATEND A URGÊNCIAS",SAUDE,2
TORREAO,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
TORREAO,Comercio varejista especializado de equipamentos e suprimentos de informatica,OUTRAS ATIVIDADES VAREJISTAS,2
TORREAO,LOTEAMENTO DE IMOVEIS PROPRIOS,CONSTRUCAO CIVIL,2
TORREAO,RESTAURANTES E SIMILARES,OUTRAS ATIVIDADES VAREJISTAS,2
TORROES,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
TORROES,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA,COMERCIO ATACADISTA,2
TORROES,COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS,OUTRAS ATIVIDADES VAREJISTAS,2
TORROES,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,OUTRAS ATIVIDADES VAREJISTAS,2
TORROES,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,2
TORROES,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,2
TORROES,Edição de jornais não diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
TORROES,"INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL","INSTALACAO, COLOCACAO E MONTAGEM",2
TORROES,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",OUTRAS ATIVIDADES VAREJISTAS,2
TORROES,"MANUTENÇÃO E REPAR DE MÁQ DE ESCREVER, CALCULAR E DE OUT EQUIP N/ELETRÔN P/ ESCRIT",CONSERVAÇÃO E LIMPEZA,2
TORROES,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,EDUCACAO,2
TORROES,OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
TORROES,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,2
TORROES,RESTAURANTES E SIMILARES,OUTRAS ATIVIDADES VAREJISTAS,2
TORROES,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,TRANSPORTE E COMUNICACAO,2
TORROES,SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM,TRANSPORTE E COMUNICACAO,2
TORROES,SERVIÇOS DE ENTREGA RÁPIDA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
TORROES,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,EDUCACAO,2
VARZEA,ADMINISTRAÇÃO PÚBLICA EM GERAL,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
VARZEA,Alojamento de animais domésticos,VETERINARIO E SIMILARES,2
VARZEA,ALUGUEL DE IMÓVEIS PRÓPRIOS,OUTROS SERVICOS,2
VARZEA,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIF ANTERIORMENTE",DIVERSOES PUBLICAS,2
VARZEA,ATIVIDADES DE APOIO À PECUÁRIA NÃO ESPECIFICADAS ANTERIORMENTE,OUTROS SERVICOS,2
VARZEA,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
VARZEA,CARGA E DESCARGA,TRANSPORTE E COMUNICACAO,2
VARZEA,"COM ATAC DE CEREAIS E LEGUM BEN, FARIN, AMIDOS E FÉC, C/ ATIV DE FRAC E ACOND ASSOC",COMERCIO ATACADISTA,2
VARZEA,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS","ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
VARZEA,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
VARZEA,"COMÉRCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE",COMERCIO ATACADISTA,2
VARZEA,COMÉRCIO ATACADISTA DE EMBALAGENS,COMERCIO ATACADISTA,2
VARZEA,COMÉRCIO ATACADISTA DE LEITE E LATICÍNIOS,COMERCIO ATACADISTA,2
VARZEA,"COMÉRCIO ATACADISTA DE PÃES, BOLOS, BISCOITOS E SIMILARES",COMERCIO ATACADISTA,2
VARZEA,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,COMERCIO ATACADISTA,2
VARZEA,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",OUTRAS ATIVIDADES VAREJISTAS,2
VARZEA,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
VARZEA,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
VARZEA,DEPOSITO DE MERCADORIAS PROPRIAS,GUARDA E LOCACAO DE BENS MOVEIS,2
VARZEA,EDIÇÃO DE LIVROS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
VARZEA,ENSINO DE ESPORTES,EDUCACAO,2
VARZEA,ENSINO DE IDIOMAS,EDUCACAO,2
