nome_bairro,nome_grupo,desc_atividade,total,n
CAXANGA,CONSERVAÇÃO E LIMPEZA,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,9634,1
CAXANGA,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES,9634,1
CAXANGA,CONSTRUCAO CIVIL,APLICAÇÃO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES,9634,1
CAXANGA,CONSTRUCAO CIVIL,CONSTRUÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,9634,1
CAXANGA,CONSTRUCAO CIVIL,MONTAGEM DE ESTRUTURAS METÁLICAS,9634,1
CAXANGA,CONSTRUCAO CIVIL,OBRAS DE ALVENARIA,9634,1
CAXANGA,DIVERSOES PUBLICAS,PRODUÇÃO MUSICAL,9634,1
CAXANGA,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,9634,1
CAXANGA,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,9634,1
CAXANGA,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,9634,1
CAXANGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",IMPRESSÃO DE JORNAIS,9634,1
CAXANGA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS",9634,1
CAXANGA,GUARDA E LOCACAO DE BENS MOVEIS,SERVIÇOS DE OPER E FORN DE EQUIP P/ TRANSP E ELEV DE CARG E PES P/ USO EM OBRAS,9634,1
CAXANGA,INDUSTRIA GERAL,FABRICAÇÃO DE BISCOITOS E BOLACHAS,9634,1
CAXANGA,INDUSTRIA GERAL,FABRICAÇÃO DE CONSERVAS DE FRUTAS,9634,1
CAXANGA,INDUSTRIA GERAL,FABRICAÇÃO DE ESQUADRIAS DE METAL,9634,1
CAXANGA,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,9634,1
CAXANGA,INDUSTRIA GERAL,FABRICAÇÃO DE PAINÉIS E LETREIROS LUMINOSOS,9634,1
CAXANGA,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,9634,1
CAXANGA,"INSTALACAO, COLOCACAO E MONTAGEM","INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL",9634,1
CAXANGA,"INSTALACAO, COLOCACAO E MONTAGEM",SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,CANTINAS - SERVIÇOS DE ALIMENTAÇÃO PRIVATIVOS,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",9634,1
CAXANGA,OUTRAS ATIVIDADES VAREJISTAS,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,9634,1
CAXANGA,OUTROS SERVICOS,ALUGUEL DE IMÓVEIS PRÓPRIOS,9634,1
CAXANGA,OUTROS SERVICOS,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",9634,1
CAXANGA,OUTROS SERVICOS,"ESTAMPARIA E TEXTURIZAÇÃO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO",9634,1
CAXANGA,OUTROS SERVICOS,"SERVIÇO DE PREPARAÇÃO DE TERRENO, CULTIVO E COLHEITA",9634,1
CAXANGA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,9634,1
CAXANGA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PROD ALIMENT, BEBIDAS E FUMO",9634,1
CAXANGA,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,9634,1
CAXANGA,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,9634,1
CAXANGA,SAUDE,ATIVIDADES DE ATEND EM PRONTO-SOCORRO E UNIDADES HOSPITALARES P/ ATEND A URGÊNC,9634,1
CAXANGA,SERVICOS DE INFORMATICA,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,9634,1
CAXANGA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,9634,1
CAXANGA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,9634,1
CAXANGA,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",9634,1
CAXANGA,TECNICO-CIENTIFICO,MARKETING DIRETO,9634,1
CAXANGA,TRANSPORTE E COMUNICACAO,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,9634,1
CAXANGA,TRANSPORTE E COMUNICACAO,SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM,9634,1
CAXANGA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",HOTÉIS,9634,1
CAXANGA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",PENSÕES (ALOJAMENTO),9634,1
COELHOS,"ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",AGÊNCIAS DE PUBLICIDADE,7633,1
COELHOS,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",7633,1
COELHOS,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,7633,1
COELHOS,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE INSTR E MATER P/ USO MÉDICO, CIRÚRG, HOSP E DE LABORATÓRIOS",7633,1
COELHOS,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS,7633,1
COELHOS,CONSERVAÇÃO E LIMPEZA,MANUTEN E REP DE APAR ELETROMÉDICOS E ELETROTERAPÊUTICOS E EQUIP DE IRRADIAÇÃO,7633,1
COELHOS,CONSERVAÇÃO E LIMPEZA,REPARAÇÃO E MANUTEN DE OUT OBJ E EQUIP PESSOAIS E DOMÉST N/ ESP ANTERIORMENTE,7633,1
COELHOS,CONSERVAÇÃO E LIMPEZA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",7633,1
COELHOS,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,7633,1
COELHOS,CONSTRUCAO CIVIL,CONSTRUÇÃO DE EDIFÍCIOS,7633,1
COELHOS,CONSTRUCAO CIVIL,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,7633,1
COELHOS,CONSTRUCAO CIVIL,LOTEAMENTO DE IMOVEIS PROPRIOS,7633,1
COELHOS,CONSTRUCAO CIVIL,OBRAS DE ACABAMENTO EM GESSO E ESTUQUE,7633,1
COELHOS,CONSTRUCAO CIVIL,SERVIÇOS DE ENGENHARIA,7633,1
COELHOS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição de jornais não diários,7633,1
COELHOS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição integrada a impressão de jornais não diários,7633,1
COELHOS,GUARDA E LOCACAO DE BENS MOVEIS,Atividades de monitoramento de sistemas de segurança eletrônico,7633,1
COELHOS,INDUSTRIA GERAL,FAB DE APAR E UTENSÍL P/ CORREÇÃO DE DEF FÍSICOS E APAR ORTOP EM GERAL S/ ENCOMEN,7633,1
COELHOS,INDUSTRIA GERAL,FABRICAÇÃO DE CONSERVAS DE FRUTAS,7633,1
COELHOS,INDUSTRIA GERAL,Serrarias com desdobramento de madeira em bruto,7633,1
COELHOS,"INSTALACAO, COLOCACAO E MONTAGEM","INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO",7633,1
COELHOS,INSTITUICOES FINANCEIRAS E SECURITARIAS,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL",7633,1
COELHOS,INSTITUICOES FINANCEIRAS E SECURITARIAS,PLANOS DE SAÚDE,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MÓVEIS,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,Comercio varejista especializado de equipamentos e suprimentos de informatica,7633,1
COELHOS,OUTRAS ATIVIDADES VAREJISTAS,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,7633,1
COELHOS,OUTROS SERVICOS,ALUGUEL DE IMÓVEIS PRÓPRIOS,7633,1
COELHOS,OUTROS SERVICOS,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,7633,1
COELHOS,OUTROS SERVICOS,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,7633,1
COELHOS,OUTROS SERVICOS,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,7633,1
COELHOS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",CORRETAGEM NO ALUGUEL DE IMÓVEIS,7633,1
COELHOS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COM E AGENTES DO COM DE INST E MAT ODONTO-MÉDICO-HOSPITALARES,7633,1
COELHOS,SAUDE,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,7633,1
COELHOS,SAUDE,LABORATÓRIOS CLÍNICOS,7633,1
COELHOS,SAUDE,OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA NÃO ESPECIFICADAS ANTERIORMENTE,7633,1
COELHOS,SAUDE,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE, EXC TOMOGRAFIA",7633,1
COELHOS,SAUDE,SERVIÇOS DE QUIMIOTERAPIA,7633,1
COELHOS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS LIGADAS À CULTURA E À ARTE,7633,1
COELHOS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,7633,1
COELHOS,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",7633,1
COELHOS,TECNICO-CIENTIFICO,SERVIÇOS DE ARQUITETURA,7633,1
COELHOS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",AGÊNCIAS DE VIAGENS,7633,1
COHAB,INDUSTRIA GERAL,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,67283,1
COHAB,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,67283,1
COHAB,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,67283,1
COHAB,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MÓVEIS,67283,1
COHAB,SAUDE,LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA,67283,1
COHAB,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",67283,1
COHAB,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",HOTÉIS,67283,1
COQUEIRAL,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,10794,1
CORDEIRO,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,CONSERVAÇÃO DE FLORESTAS NATIVAS,41164,1
CORDEIRO,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NÃO ESPECIFICADAS ANTERIORMENTE,41164,1
CORDEIRO,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,CULTIVO DE TRIGO,41164,1
CORDEIRO,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,"PRODUÇÃO DE SEMENTES CERTIFICADAS, EXCETO DE FORRAGEIRAS PARA PASTO",41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATAC DE BEBIDAS COM ATIV DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE ARTIGOS DE ARMARINHO,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE CIMENTO,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE EMBALAGENS,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE EQUIPAMENTOS ELÉTRICOS DE USO PESSOAL E DOMÉSTICO,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE FERRAGENS E FERRAMENTAS,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE LEITE E LATICÍNIOS,41164,1
CORDEIRO,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE LUSTRES, LUMINÁRIAS E ABAJURES",41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO INDUSTRIAL/ PARTES E PEÇAS,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MÁRMORES E GRANITOS,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE OUTROS EQUIP E ART DE USO PESSOAL E DOMÉST NÃO ESP ANTER,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS P/ USO PROF E DE SEGUR DO TRABALHO,41164,1
CORDEIRO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS N/ ESP ANT,41164,1
CORDEIRO,CONSERVAÇÃO E LIMPEZA,"ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTÃO DE REDES",41164,1
CORDEIRO,CONSERVAÇÃO E LIMPEZA,LAVANDERIAS,41164,1
CORDEIRO,CONSERVAÇÃO E LIMPEZA,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,41164,1
CORDEIRO,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPAR DE MÁQ DE ESCREVER, CALCULAR E DE OUT EQUIP N/ELETRÔN P/ ESCRIT",41164,1
CORDEIRO,CONSERVAÇÃO E LIMPEZA,RECUPERAÇÃO DE SUCATAS DE ALUMÍNIO,41164,1
CORDEIRO,CONSERVAÇÃO E LIMPEZA,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO,41164,1
CORDEIRO,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES,41164,1
CORDEIRO,CONSTRUCAO CIVIL,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,41164,1
CORDEIRO,CONSTRUCAO CIVIL,CONSTRUÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,41164,1
CORDEIRO,CONSTRUCAO CIVIL,DEMOLIÇÃO DE EDIFÍCIOS E OUTRAS ESTRUTURAS,41164,1
CORDEIRO,CONSTRUCAO CIVIL,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS",41164,1
CORDEIRO,CONSTRUCAO CIVIL,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,41164,1
CORDEIRO,CONSTRUCAO CIVIL,OBRAS DE ACABAMENTO EM GESSO E ESTUQUE,41164,1
CORDEIRO,CONSTRUCAO CIVIL,OBRAS DE FUNDAÇÕES,41164,1
CORDEIRO,CONSTRUCAO CIVIL,PREPARAÇÃO DE CANTEIRO E LIMPEZA DE TERRENO,41164,1
CORDEIRO,CONSTRUCAO CIVIL,SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLICAS PARA A CONSTRUÇÃO,41164,1
CORDEIRO,CONSTRUCAO CIVIL,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,41164,1
CORDEIRO,DIVERSOES PUBLICAS,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIF ANTERIORMENTE",41164,1
CORDEIRO,DIVERSOES PUBLICAS,OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE,41164,1
CORDEIRO,DIVERSOES PUBLICAS,OUTRAS ATIVIDADES ESPORTIVAS NÃO ESPECIFICADAS ANTERIORMENTE,41164,1
CORDEIRO,EDUCACAO,"ENSINO DE ARTES CÊNICAS, EXCETO DANÇA",41164,1
CORDEIRO,FORNECIMENTO DE MAO-DE-OBRA,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTÍSTICAS",41164,1
CORDEIRO,FORNECIMENTO DE MAO-DE-OBRA,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,41164,1
CORDEIRO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição de jornais diários,41164,1
CORDEIRO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição de jornais não diários,41164,1
CORDEIRO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição integrada a impressão de jornais diários,41164,1
CORDEIRO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",ESTÚDIOS CINEMATOGRÁFICOS,41164,1
CORDEIRO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",IMPRESSÃO DE JORNAIS,41164,1
CORDEIRO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Servicos de encadernacao e plastificacao,41164,1
CORDEIRO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",SERVIÇOS DE PRÉ-IMPRESSÃO,41164,1
CORDEIRO,GUARDA E LOCACAO DE BENS MOVEIS,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES",41164,1
CORDEIRO,GUARDA E LOCACAO DE BENS MOVEIS,DEPOSITO DE MERCADORIAS PROPRIAS,41164,1
CORDEIRO,INDUSTRIA GERAL,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFEC SOB MEDIDA",41164,1
CORDEIRO,INDUSTRIA GERAL,CONSTRUÇÃO DE EMBARCAÇÕES PARA ESPORTE E LAZER,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE ADESIVOS E SELANTES,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE ÁGUAS ENVASADAS,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE ALIMENTOS PARA ANIMAIS,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE ARTIGOS DE METAL PARA USO DOMÉSTICO E PESSOAL,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE BIJUTERIAS E ARTEFATOS SEMELHANTES,41164,1
CORDEIRO,INDUSTRIA GERAL,"FABRICAÇÃO DE CANETAS, LÁPIS E OUTROS ARTIGOS PARA ESCRITÓRIO",41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE CHAPAS E DE EMBALAGENS DE PAPELÃO ONDULADO,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE CONSERVAS DE FRUTAS,41164,1
CORDEIRO,INDUSTRIA GERAL,"FABRICAÇÃO DE CONSERVAS DE LEGUMES E OUTROS VEGETAIS, EXCETO PALMITO",41164,1
CORDEIRO,INDUSTRIA GERAL,"FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE EMBALAGENS DE PAPEL,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE ESTRUTURAS METÁLICAS,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE GELO COMUM,41164,1
CORDEIRO,INDUSTRIA GERAL,"FABRICAÇÃO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS",41164,1
CORDEIRO,INDUSTRIA GERAL,"FABRICAÇÃO DE MÁQ E APAR DE REFRIG E VENTILA P/ USO IND E COM, PEÇAS E ACESSÓRIOS",41164,1
CORDEIRO,INDUSTRIA GERAL,"FABRICAÇÃO DE MÁQUINAS-FERRAMENTA, PEÇAS E ACESSÓRIOS",41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE MASSAS ALIMENTÍCIAS,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUÇÃO,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS PRODUTOS TÊXTEIS NÃO ESPECIFICADOS ANTERIORMENTE,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS DE LIMPEZA E POLIMENTO,41164,1
CORDEIRO,INDUSTRIA GERAL,Fabricacao de produtos de panificacao industrial,41164,1
CORDEIRO,INDUSTRIA GERAL,FABRICAÇÃO DE SORVETES E OUTROS GELADOS COMESTÍVEIS,41164,1
CORDEIRO,INDUSTRIA GERAL,"FABRICAÇÃO DE SUCOS CONCENTRADOS DE FRUTAS, HORTALIÇAS E LEGUMES",41164,1
CORDEIRO,INDUSTRIA GERAL,"FACÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",41164,1
CORDEIRO,INDUSTRIA GERAL,Geracao de energia eletrica,41164,1
CORDEIRO,INDUSTRIA GERAL,PREPARAÇÃO DO LEITE,41164,1
CORDEIRO,"INSTALACAO, COLOCACAO E MONTAGEM","INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL",41164,1
CORDEIRO,INSTITUICOES FINANCEIRAS E SECURITARIAS,BANCOS COMERCIAIS,41164,1
CORDEIRO,INSTITUICOES FINANCEIRAS E SECURITARIAS,COOPERATIVAS DE CRÉDITO MÚTUO,41164,1
CORDEIRO,INSTITUICOES FINANCEIRAS E SECURITARIAS,SOCIEDADE SEGURADORA DE SEGUROS VIDA,41164,1
CORDEIRO,INSTITUICOES FINANCEIRAS E SECURITARIAS,SOCIEDADES DE FOMENTO MERCANTIL - FACTORING,41164,1
CORDEIRO,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS,41164,1
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",41164,1
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS,41164,1
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO,41164,1
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",41164,1
CORDEIRO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM,41164,1
